filename,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y,landmark_21_x,landmark_21_y,landmark_22_x,landmark_22_y,landmark_23_x,landmark_23_y,landmark_24_x,landmark_24_y,landmark_25_x,landmark_25_y,landmark_26_x,landmark_26_y,landmark_27_x,landmark_27_y,landmark_28_x,landmark_28_y
train/000.jpg,85.99722946649642,154.19324372870395,195.41106079612535,156.9874141526525,123.44891725116838,166.00719236280764,148.1552662611304,166.15425396395602,105.65446350014858,154.97757226887177,104.57601175768406,160.76199525092338,171.09687605660224,158.21292749626537,171.78316352862788,164.19343261389142,99.67227767846481,169.34796830067236,182.45479366749245,172.80054003260622,124.8675763275294,171.27108006129237,155.97385609797809,173.68421069713375,112.99690216245236,164.57794384495102,113.04442551768672,174.6346777947214,169.32712676583802,167.20994564975052,169.47840944529483,178.0009154327801,114.2325093893163,167.11014660418434,169.12198428387694,170.59519262961896,121.84452106323161,210.655601611006,153.14763332876228,213.57002930486962,135.55312540008788,213.46208753795693,135.76900893320334,221.34183648779592,112.88463000725581,223.97481870370993,165.69423368395275,229.11617921587566,137.50187272686335,228.6735455298915,137.02519029553042,231.49959137396021,138.38577815069323,238.24941460634867,138.3871401002516,245.35743063719343,138.84203133510087,270.11291126146864
train/001.jpg,65.51808210804612,138.30019867897536,164.4949230867214,138.93780964699943,100.48859133428927,143.4501334179514,124.8159020993847,143.20489843038112,81.55645029437501,134.08215689293704,81.85073227945935,139.42827962214,146.00420502511625,135.45547282367198,147.42656795234132,140.21303158219425,72.5479969680155,149.52770650011794,154.98851213674268,151.79958664170766,98.82302495075693,152.90474029043284,128.50429435635309,154.32565212328913,85.59117820167866,144.48268009645201,85.1664834426315,154.44406144255163,141.52931949485105,145.2476043000822,142.5160638234605,155.9439128227206,86.89447011067736,148.69647307735946,141.8640231704055,150.52629176065366,95.77659694577213,189.62425383827235,129.58535983429056,189.5165826190452,109.88152668585933,189.19356896136378,111.49659497682626,198.88397870631204,87.78840802606307,207.3520446105632,140.24983113419125,207.65764513325976,112.20249424891568,206.8766660194175,112.60996161251109,211.4606738632786,112.67787284006138,216.62192714003749,112.94951774940941,224.05820653162604,112.47889294454205,251.4474825874068
train/002.jpg,101.33970032889445,135.2948151416466,203.732183600816,138.87915990976325,135.02078266690052,145.60840100581265,159.33493678130523,146.4055863860045,117.03428751277313,135.64358374560263,116.58587073653732,141.02458506629182,185.84135069270224,136.8393618168669,185.54240617488617,142.41965948211578,113.10027066400208,149.53592079394951,193.19294777161187,152.3718280675708,137.16770254577895,153.5164799825888,168.94304679951662,152.8533213945821,125.31123080900356,145.3978112005691,124.98969937274939,155.68681718218735,180.3332979517703,147.00546838574627,180.93616939621174,157.2140915073244,124.98969937274939,148.6935084290104,179.93138365547603,151.2255684948832,136.480130154509,193.48635849391744,161.39615923081206,196.10909839699457,145.33187732617364,193.48635849391744,150.63855439705202,200.4366192361929,130.0859391064857,211.47613154474814,178.8691727074681,211.5367879158233,150.806447955223,210.94301382070728,152.12147167348215,215.52782624179468,151.7853707108759,217.9150083586779,154.57452435000602,227.6518704586931,155.24838482687682,251.48886516864357
train/003.jpg,126.17420699641154,160.21206789485456,226.0110838568405,155.64685527213996,164.18317026821785,161.9703056514298,182.74809246470375,162.22887002762195,142.8257528103881,153.9030971203602,143.3428815627724,158.35040438747427,208.34596568858447,152.14485936378492,207.98397556213422,156.95415675734927,135.81437981762508,169.98059281662952,216.96080984809637,168.82430780872258,162.24375143036366,171.71502032848989,191.06828484566392,171.96279568763958,149.15295330384265,164.40564724205038,149.0918353820102,175.0054770947166,201.68132938396917,163.29065812724392,205.20717274097797,173.93756529773844,149.40733600553844,168.6013099857613,204.40190282442504,167.8282508657611,160.1787919985545,205.04709681962328,194.16549807438923,205.83748533288758,175.87364962127643,206.28913591189578,176.43821284558354,216.2254486517165,152.83499186541545,223.67720739219564,205.6974480011184,222.72437720477842,177.56415575257748,221.3547300819722,178.48959299719948,226.79630108275597,178.93380287483683,232.23787208353974,178.93380287483683,240.67785975810202,182.10768245044065,264.9820628623717
train/004.jpg,120.08603510130662,144.77671141723405,226.0407272881524,135.15435096714734,164.28365682918533,145.15725674576603,185.05055904348666,143.63507543163814,139.87439218496922,137.3288957015518,139.05893790928775,142.76525753778682,207.2852789532983,132.76235175916813,207.82891513678751,138.4161680685302,132.5094710888889,156.8025346411324,216.88935373563606,150.2741188760166,159.91400968927502,156.97761290271328,190.1389632661088,154.7564707809863,146.2387425091397,149.00763234875524,147.28398586069866,159.8520321188288,202.33346903190863,144.21693365508014,203.98843767180233,155.01778161909988,146.5000533468056,153.44991659176148,201.3753292933527,149.74801305569912,163.33328332147676,193.7153888706444,195.5579652915297,191.70134624787983,179.4456243067271,189.09493814714685,180.51188216599576,199.40209745385826,153.3926596717893,213.83974966271614,206.79381356984155,209.70231283579633,180.53837871927283,209.1498596955147,180.85633736128392,213.9987289837217,181.37302015399234,218.37066030935972,182.048682268154,226.87605397845587,184.55260657276028,255.37309725426277
train/005.jpg,128.96352973286614,159.35949522655187,233.39451724132581,160.30546604648666,166.3882508298643,162.45086400242883,193.23067177475167,163.39883054224714,146.8302043430383,154.9170246668884,147.27924112437813,160.10589414379936,214.03604265601368,155.66541930284595,214.68465134121428,161.30332556109667,139.2149731858887,169.77022981387677,222.101175913671,172.15072347141225,165.74845682517676,172.99690833941668,195.8039854072023,174.31408289926517,153.65439950730521,163.85651518530716,152.25739618732055,174.95271298856863,208.2971865316219,165.29343288653337,209.21521728492232,176.2299731671756,153.0061899670201,169.00946171957008,207.9906440884746,170.31705682726349,165.14677370302203,210.9116978684394,196.7533751140899,210.6929670637888,180.67666090127588,208.39629360380954,179.9111030820651,219.33283388562526,154.13190322558214,226.94365242947342,206.00539859264074,228.3395062151056,180.68122489033667,226.42310504329927,180.82172350981915,231.83230189982882,180.5056016156902,233.97490585075045,180.5407262708542,242.86144354387184,180.89408029901105,269.3405158994719
train/006.jpg,202.78349534232262,135.07972075966327,299.4815126618401,107.25639390807746,245.52549013714471,125.27865337327694,270.2767869142785,121.21753067828082,217.31430968700894,123.18854903050823,223.46495581503925,129.49139286365985,286.1889987363127,106.99227355610886,287.51811455957426,113.64366174829154,216.30662945227112,143.1355502658021,292.28929980497395,125.80127745822816,238.65994103628478,138.581237303193,275.2338624842345,129.2402484710595,227.59946669712568,137.04764212194362,228.01771992859727,143.6002760784128,282.018859347619,124.26768227697877,283.5524545288684,129.61202912139206,228.16085547967677,140.54516858715658,281.41285688776,126.78928453583121,249.00506957090607,168.87658854279772,284.3337748018615,161.96171741341658,281.19065155979206,161.2073678354663,280.56202691211007,172.64833643254914,239.59486951399495,195.4377847565795,285.52803687909,183.87607043356613,266.168887316308,184.54826312652344,266.3033258553874,190.23949459592046,268.1854653963998,197.2751114512321,269.7539150128936,209.10570284996453,273.29144109311846,234.92507218655993
train/007.jpg,192.11916112040217,143.1868199920869,291.8919236983317,141.26503323333998,237.76159664954852,146.38979792389728,253.66972037765322,147.67098909696074,214.0061769883387,139.07633164637667,213.47234733275417,141.1048843360708,274.86275769358434,136.62071523204526,276.677778521384,142.3860755091343,202.52862298139272,153.6234783097317,283.2009604925019,153.0682954688061,229.6044630984549,155.84420967597922,259.41351105115956,155.0327885999319,216.4936067645611,148.02894352215824,214.04226098695855,158.7875328636241,268.9370321026813,148.11435626691605,270.944231606186,156.65563075202652,214.34291384898103,152.3029972750298,269.3401802580738,151.75464745304004,230.27679990774655,189.55569668730917,263.5834420510498,187.45211928857935,248.27407320582242,188.1533117553882,247.68974615085537,198.78806415833395,213.9803365919296,206.51964910081634,271.64779008107496,205.94830709113813,246.81345740340123,204.95798094119897,247.11817314138722,209.4144486155011,245.86122072060425,221.79352548761995,245.67077338404488,232.15386059271825,246.91553717524056,254.3776679528988
train/008.jpg,121.44915332258174,123.57444640405097,217.54604029045873,127.65369730344788,155.07052071419466,125.09287824201118,181.43214238948877,126.43974208585713,138.7714364849624,117.12767277205205,138.39726060835943,121.84635225879025,202.4350914506394,119.31516250906732,203.6202639082099,124.81774892148196,128.964690418944,137.94536003455895,207.80770722694825,142.26692375163782,152.29773168954125,140.30690703668273,181.03919294019573,142.5132869118814,141.6571570873028,132.22864582458342,140.43214689910232,143.2197094533004,193.9582864932435,136.17590087450273,196.23816656494827,147.60932929323377,141.9634096340479,137.16271463637253,196.81664359701125,141.1780258079263,150.5572378792656,171.13457059573253,175.79656431249498,172.8902193426989,162.22592469086683,169.90974299729243,161.67540876490241,180.63401833050625,136.529144927431,199.50247013434344,183.64031450409055,201.83951734831876,161.00916423281217,190.46750542945054,161.4042217190757,196.13940219338238,161.20669297594395,198.17112640670902,159.59824463988537,206.6930807487191,158.21554343918308,244.3081970972464
train/009.jpg,269.0324752715242,93.04353967041487,373.2131156121247,102.41379664409355,296.6816571782358,103.19849796698632,316.25303134952054,102.73690895354599,283.61868809703446,92.90506296642697,283.8494826039757,100.47512278737892,347.3641308576978,93.96671769729554,342.97903522979357,101.99836653168782,277.44638364674285,109.65426660747904,359.3123601534142,117.63350930149348,299.3643440506488,113.92734796362458,328.1708062951005,118.12675550314003,288.05541322025556,105.27067452660944,285.9188725424038,117.5373649709835,341.48734862435344,109.44245438494386,343.1818464037508,122.51955681092264,289.95288236376814,111.18926057389666,344.78904071017416,115.43139892711945,290.15274890299173,153.34941780119135,322.4134606577064,155.0849624208217,296.1761096423588,149.7762377014844,302.8120155413094,163.0480494993856,286.05588328803293,176.8291879365901,335.95260316123586,181.35185814026144,305.00960023849046,174.16490216516704,305.4305934753662,180.3294459931843,305.79144482157545,182.07356083267996,304.25782660095973,192.92917215920727,305.4865254343359,222.80164942181185
